"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","rt","response","question_order","timeout","failed_images","failed_audio","failed_video","stimulus","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","matching_instructions","","html-button-response","69","230775","0.0-13.0","Seal","Martijn","7453","0","","","","","","<h1>Instructions</h1><p>In this part of the game, the previous shapes will be re-assigned to the labels.</p><p>Your task will be then to decide if the presented shape matches their newly assigned label as quickly and accurately as possible.</p><p>If the shape-label pair is a <b>match</b>, press <b>'i'</b>.</p><p>If the shape-label pair is <b>not a match</b>, press <b>'e'</b></p><br><p>Good luck!</p>","","","","","","","","","","","","","","","","","","","",""
"","SAT_assignmentscreen","","html-button-response","70","240421","0.0-14.0","Seal","Martijn","9646","0","","","","","","<h1>Instructions</h1><div id ='align-middle'><b>You</b> will be represented by a  <b>circle</b>  <img src= https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=40></img></div><br><div id ='align-middle'><b>Seal</b> will be represented by a  <b>triangle</b>  <img src= https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=40></img></div><br><div id = 'align-middle'><b>Martijn</b> will be represented by a  <b>square</b>  <img src= https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=40></img></div><br>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","71","240988","0.0-15.0-0.0","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","72","242543","0.0-15.0-1.0","Seal","Martijn","1554","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","square","1","match","match","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","73","243056","0.0-15.0-2.0","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","74","243568","0.0-15.0-0.1","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","75","244560","0.0-15.0-1.1","Seal","Martijn","991","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","circle","2","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","76","245060","0.0-15.0-2.1","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","77","245570","0.0-15.0-0.2","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","78","246999","0.0-15.0-1.2","Seal","Martijn","1429","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","square","3","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","79","247506","0.0-15.0-2.2","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","80","248067","0.0-15.0-0.3","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","81","248943","0.0-15.0-1.3","Seal","Martijn","875","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","circle","4","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","82","249448","0.0-15.0-2.3","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","83","249958","0.0-15.0-0.4","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","84","250911","0.0-15.0-1.4","Seal","Martijn","953","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","triangle","5","match","mismatch","false","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","85","251419","0.0-15.0-2.4","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","86","251931","0.0-15.0-0.5","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","87","253047","0.0-15.0-1.5","Seal","Martijn","1115","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","6","match","mismatch","false","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","88","253548","0.0-15.0-2.5","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","89","254058","0.0-15.0-0.6","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","90","254895","0.0-15.0-1.6","Seal","Martijn","837","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Seal</div>","","circle","7","mismatch","mismatch","true","","Stranger","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","91","255408","0.0-15.0-2.6","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","92","255908","0.0-15.0-0.7","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","93","256847","0.0-15.0-1.7","Seal","Martijn","939","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Martijn</div>","","circle","8","mismatch","mismatch","true","","Friend","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","94","257410","0.0-15.0-2.7","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","95","257924","0.0-15.0-0.8","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","96","258839","0.0-15.0-1.8","Seal","Martijn","915","e","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","triangle","9","mismatch","mismatch","true","","Self","1","","","","","","","","","","",""
"","sat_feedback","","html-keyboard-response","97","259350","0.0-15.0-2.8","Seal","Martijn","null","null","","","","","","<p style = 'font-size: 300%; color:green'>Correct!</p>","","","","","","","","","","","","","","","","","","","",""
"","sat_fixationcross","","html-keyboard-response","98","259864","0.0-15.0-0.9","Seal","Martijn","null","null","","","","","","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","500","","","","","","","","","","","","","","","","","","",""
"","sat_trial","","html-keyboard-response","99","260791","0.0-15.0-1.9","Seal","Martijn","926","i","","","","","","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","","circle","10","match","match","true","","Self","1","","","","","","","","","","",""
