Participant,Trial,Correct_Response,Illusion_Type,Illusion_Strength,Illusion_Difference,isi
0u5okhrpdu,14.0,arrowleft,VerticalHorizontal,22.5,0.20298,1290292.0
0u5okhrpdu,15.0,arrowright,VerticalHorizontal,-22.5,-0.0581,1291984.0
0u5okhrpdu,16.0,arrowright,VerticalHorizontal,4.5,-0.20298,1293410.0
0u5okhrpdu,17.0,arrowright,VerticalHorizontal,-13.5,-0.0581,1295115.0
0u5okhrpdu,18.0,arrowright,VerticalHorizontal,40.5,-0.20298,1296830.0
0u5okhrpdu,19.0,arrowleft,VerticalHorizontal,-4.5,0.3,1298955.0
0u5okhrpdu,20.0,arrowleft,VerticalHorizontal,31.5,0.0581,1300638.0
0u5okhrpdu,21.0,arrowright,VerticalHorizontal,-40.5,-0.20298,1302939.0
0u5okhrpdu,22.0,arrowleft,VerticalHorizontal,-22.5,0.3,1304305.0
0u5okhrpdu,23.0,arrowleft,VerticalHorizontal,-31.5,0.20298,1305763.0
0u5okhrpdu,24.0,arrowright,VerticalHorizontal,-22.5,-0.20298,1307210.0
0u5okhrpdu,25.0,arrowright,VerticalHorizontal,-4.5,-0.20298,1308547.0
0u5okhrpdu,26.0,arrowleft,VerticalHorizontal,4.5,0.20298,1310010.0
0u5okhrpdu,27.0,arrowright,VerticalHorizontal,-4.5,-0.12339,1311429.0
0u5okhrpdu,28.0,arrowleft,VerticalHorizontal,-22.5,0.12339,1313553.0
0u5okhrpdu,29.0,arrowright,VerticalHorizontal,-4.5,-0.0581,1315066.0
0u5okhrpdu,30.0,arrowright,VerticalHorizontal,22.5,-0.3,1316989.0
0u5okhrpdu,31.0,arrowright,VerticalHorizontal,31.5,-0.20298,1318403.0
0u5okhrpdu,32.0,arrowleft,VerticalHorizontal,-13.5,0.20298,1319681.0
0u5okhrpdu,33.0,arrowleft,VerticalHorizontal,4.5,0.12339,1320864.0
0u5okhrpdu,34.0,arrowleft,VerticalHorizontal,-13.5,0.3,1322171.0
0u5okhrpdu,35.0,arrowleft,VerticalHorizontal,4.5,0.0581,1324167.0
0u5okhrpdu,36.0,arrowleft,VerticalHorizontal,31.5,0.12339,1325749.0
0u5okhrpdu,37.0,arrowleft,VerticalHorizontal,-4.5,0.0581,1327468.0
0u5okhrpdu,38.0,arrowright,VerticalHorizontal,-40.5,-0.0581,1329813.0
0u5okhrpdu,39.0,arrowright,VerticalHorizontal,13.5,-0.12339,1331159.0
0u5okhrpdu,40.0,arrowleft,VerticalHorizontal,-40.5,0.20298,1332427.0
0u5okhrpdu,41.0,arrowright,VerticalHorizontal,31.5,-0.3,1333763.0
0u5okhrpdu,42.0,arrowleft,VerticalHorizontal,-40.5,0.0581,1335481.0
0u5okhrpdu,43.0,arrowright,VerticalHorizontal,31.5,-0.12339,1336938.0
0u5okhrpdu,44.0,arrowleft,VerticalHorizontal,31.5,0.3,1338680.0
0u5okhrpdu,45.0,arrowleft,VerticalHorizontal,4.5,0.3,1340219.0
0u5okhrpdu,46.0,arrowright,VerticalHorizontal,4.5,-0.0581,1341455.0
0u5okhrpdu,47.0,arrowleft,VerticalHorizontal,31.5,0.20298,1342928.0
0u5okhrpdu,48.0,arrowleft,VerticalHorizontal,-4.5,0.12339,1344142.0
0u5okhrpdu,49.0,arrowright,VerticalHorizontal,4.5,-0.12339,1346018.0
0u5okhrpdu,50.0,arrowright,VerticalHorizontal,-13.5,-0.3,1347502.0
0u5okhrpdu,51.0,arrowright,VerticalHorizontal,-31.5,-0.12339,1349000.0
0u5okhrpdu,52.0,arrowleft,VerticalHorizontal,40.5,0.3,1350516.0
0u5okhrpdu,53.0,arrowright,VerticalHorizontal,13.5,-0.0581,1351876.0
0u5okhrpdu,54.0,arrowright,VerticalHorizontal,40.5,-0.12339,1353126.0
0u5okhrpdu,55.0,arrowleft,VerticalHorizontal,-31.5,0.12339,1354550.0
0u5okhrpdu,56.0,arrowleft,VerticalHorizontal,13.5,0.20298,1355929.0
0u5okhrpdu,57.0,arrowright,VerticalHorizontal,-31.5,-0.20298,1357534.0
0u5okhrpdu,58.0,arrowright,VerticalHorizontal,4.5,-0.3,1359140.0
0u5okhrpdu,59.0,arrowleft,VerticalHorizontal,-13.5,0.12339,1360276.0
0u5okhrpdu,60.0,arrowright,VerticalHorizontal,13.5,-0.20298,1361611.0
0u5okhrpdu,61.0,arrowleft,VerticalHorizontal,-40.5,0.12339,1363233.0
0u5okhrpdu,62.0,arrowright,VerticalHorizontal,-4.5,-0.3,1364542.0
0u5okhrpdu,63.0,arrowright,VerticalHorizontal,22.5,-0.0581,1365877.0
0u5okhrpdu,64.0,arrowright,VerticalHorizontal,22.5,-0.20298,1367195.0
0u5okhrpdu,65.0,arrowright,VerticalHorizontal,31.5,-0.0581,1369531.0
0u5okhrpdu,66.0,arrowleft,VerticalHorizontal,-31.5,0.3,1371766.0
0u5okhrpdu,67.0,arrowleft,VerticalHorizontal,-31.5,0.0581,1373153.0
0u5okhrpdu,68.0,arrowright,VerticalHorizontal,-31.5,-0.0581,1374555.0
0u5okhrpdu,69.0,arrowright,VerticalHorizontal,40.5,-0.0581,1375949.0
0u5okhrpdu,70.0,arrowleft,VerticalHorizontal,40.5,0.0581,1377856.0
0u5okhrpdu,71.0,arrowright,VerticalHorizontal,-40.5,-0.3,1379910.0
0u5okhrpdu,72.0,arrowright,VerticalHorizontal,-31.5,-0.3,1381422.0
0u5okhrpdu,73.0,arrowright,VerticalHorizontal,-22.5,-0.12339,1382541.0
0u5okhrpdu,74.0,arrowleft,VerticalHorizontal,-40.5,0.3,1383725.0
0u5okhrpdu,75.0,arrowleft,VerticalHorizontal,13.5,0.0581,1385229.0
0u5okhrpdu,76.0,arrowright,VerticalHorizontal,13.5,-0.3,1387079.0
0u5okhrpdu,77.0,arrowleft,VerticalHorizontal,-13.5,0.0581,1388664.0
0u5okhrpdu,78.0,arrowleft,VerticalHorizontal,22.5,0.3,1390043.0
0u5okhrpdu,79.0,arrowleft,VerticalHorizontal,13.5,0.3,1391525.0
0u5okhrpdu,80.0,arrowright,VerticalHorizontal,-22.5,-0.3,1392938.0
0u5okhrpdu,1.0,arrowup,MullerLyer,12.0,0.24183,1473597.0
0u5okhrpdu,2.0,arrowup,MullerLyer,30.0,0.1337,1475350.0
0u5okhrpdu,3.0,arrowdown,MullerLyer,6.0,-0.24183,1476963.0
0u5okhrpdu,4.0,arrowdown,MullerLyer,-12.0,-0.24183,1478574.0
0u5okhrpdu,5.0,arrowup,MullerLyer,-30.0,0.045,1480126.0
0u5okhrpdu,6.0,arrowup,MullerLyer,12.0,0.37364,1481865.0
0u5okhrpdu,7.0,arrowdown,MullerLyer,24.0,-0.1337,1483598.0
0u5okhrpdu,8.0,arrowdown,MullerLyer,12.0,-0.045,1485214.0
0u5okhrpdu,9.0,arrowup,MullerLyer,-6.0,0.37364,1486765.0
0u5okhrpdu,10.0,arrowdown,MullerLyer,-18.0,-0.24183,1488070.0
0u5okhrpdu,11.0,arrowup,MullerLyer,-12.0,0.24183,1489686.0
0u5okhrpdu,12.0,arrowdown,MullerLyer,-6.0,-0.37364,1490941.0
0u5okhrpdu,13.0,arrowdown,MullerLyer,-6.0,-0.1337,1492139.0
0u5okhrpdu,14.0,arrowup,MullerLyer,-24.0,0.37364,1493765.0
0u5okhrpdu,15.0,arrowdown,MullerLyer,-30.0,-0.24183,1495031.0
0u5okhrpdu,16.0,arrowup,MullerLyer,6.0,0.045,1496540.0
0u5okhrpdu,17.0,arrowdown,MullerLyer,30.0,-0.1337,1500612.0
0u5okhrpdu,18.0,arrowup,MullerLyer,18.0,0.1337,1502258.0
0u5okhrpdu,19.0,arrowup,MullerLyer,-6.0,0.1337,1503962.0
0u5okhrpdu,20.0,arrowup,MullerLyer,30.0,0.24183,1505774.0
0u5okhrpdu,21.0,arrowdown,MullerLyer,-18.0,-0.37364,1507853.0
0u5okhrpdu,22.0,arrowup,MullerLyer,-30.0,0.24183,1509211.0
0u5okhrpdu,23.0,arrowup,MullerLyer,6.0,0.37364,1510660.0
0u5okhrpdu,24.0,arrowup,MullerLyer,-12.0,0.045,1512280.0
0u5okhrpdu,25.0,arrowdown,MullerLyer,30.0,-0.24183,1514025.0
0u5okhrpdu,26.0,arrowup,MullerLyer,-18.0,0.1337,1516541.0
0u5okhrpdu,27.0,arrowup,MullerLyer,-12.0,0.1337,1518263.0
0u5okhrpdu,28.0,arrowup,MullerLyer,-24.0,0.24183,1519507.0
0u5okhrpdu,29.0,arrowdown,MullerLyer,-24.0,-0.1337,1521212.0
0u5okhrpdu,30.0,arrowup,MullerLyer,-6.0,0.045,1522579.0
0u5okhrpdu,31.0,arrowup,MullerLyer,12.0,0.1337,1524164.0
0u5okhrpdu,32.0,arrowup,MullerLyer,6.0,0.24183,1526887.0
0u5okhrpdu,33.0,arrowdown,MullerLyer,-6.0,-0.24183,1528495.0
0u5okhrpdu,34.0,arrowup,MullerLyer,30.0,0.37364,1529720.0
0u5okhrpdu,35.0,arrowdown,MullerLyer,-18.0,-0.1337,1531881.0
0u5okhrpdu,36.0,arrowup,MullerLyer,-12.0,0.37364,1533248.0
0u5okhrpdu,37.0,arrowdown,MullerLyer,-24.0,-0.045,1534898.0
0u5okhrpdu,38.0,arrowup,MullerLyer,18.0,0.045,1536330.0
0u5okhrpdu,39.0,arrowdown,MullerLyer,-18.0,-0.045,1538230.0
0u5okhrpdu,40.0,arrowdown,MullerLyer,18.0,-0.24183,1539895.0
